Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion este ano,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,24 - 26,GBA,5 - 7,Menos de un ano,Developer,Freelance,40000,2651,Bruto,200,,Java,,,,No,0,Porcentaje de mi sueldo,5,4,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,3 - 4,Developer,Full-Time,40000,2651,Bruto,1001,,CSS;HTML;Java;Python;Scala,,,,No,0,Porcentaje de mi sueldo,4,3,De uno a tres sueldos,Performance de la compania,Uno,13,No,No cambie de empresa,Bonos por desempeno;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,1 - 2,1 - 2,Developer,Full-Time,40000,2651,Bruto,1001,,CSS;HTML;Javascript;jQuery;PHP,,,,"Si, pasiva",2000,Bruto,5,5,Menos de un sueldo,Performance de la compania,Uno,31,No,No cambie de empresa,Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Cuota para universidad;Descuentos en gimnasios;Laptop;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2 - 3,Developer,Full-Time,40000,2651,Neto,1001,,.NET;C#;CSS;HTML;Java;Javascript;jQuery;NodeJS;PHP,,,,"Si, pasiva",1000,Neto,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Aumento por inflacion;Clases de idiomas
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,Menos de un ano,Head of IT,Full-Time,40000,2651,Bruto,50,,,,,,,,,4,4,No,No recibo bono,Uno,30,Si,Desafios profesionales,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Laptop;Snacks, golosinas, bebidas, etc"
Hombre,50+,Provincia de Buenos Aires,10+,10+,Infosec,Full-Time,40000,2651,Bruto,1000,,,,,,No,0,Bruto,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Capacitaciones y/o cursos;Laptop;Snacks, golosinas, bebidas, etc"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,8 - 10,5 - 6,Infosec,Full-Time,40000,2651,Bruto,1001,,,,,,"Si, pasiva",1500,Bruto,3,2,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,Abono de celular y/o Internet;Clases de idiomas;Horarios flexibles;WFH (Trabajar desde casa)
Hombre,37 - 40,Provincia de Buenos Aires,10+,10+,Jefe de sistemas,Full-Time,40000,2651,Neto,1001,,,,,,,,,4,2,Menos de un sueldo,Mix de las anteriores,Uno,24,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,GBA,8 - 10,5 - 6,Jefe IT,Full-Time,40000,2651,Bruto,500,,,,,,,,,3,3,No,No recibo bono,Uno,13,No,No cambie de empresa,Comidas pagas/subvencionadas
Hombre,31 - 33,Cordoba,8 - 10,2 - 3,Manager,Full-Time,40000,2651,Neto,50,,,,,,,,,5,5,Un sueldo,Performance grupal,Uno,33,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viaticos;WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8 - 10,1 - 2,Networking,Full-Time,40000,2651,Bruto,500,,,,,,No,0,Neto,3,5,No,No recibo bono,Dos,40,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Descuentos en gimnasios;Laptop;Viajes al exterior;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,2 - 3,PM,Full-Time,40000,2651,Neto,100,,,,,,,,,2,3,Un sueldo,Performance individual,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Stock options;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,Menos de un ano,PM,Full-Time,40000,2651,Bruto,1001,,,,,,,,,3,3,Un sueldo,Performance individual,Uno,20,No,No cambie de empresa,"Aumento por inflacion;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,PM,Full-Time,40000,2651,Neto,1001,,,,,,,,,4,2,No,No recibo bono,Uno,22,No,No cambie de empresa,Abono de celular y/o Internet;Horarios flexibles
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2 - 3,PM,Full-Time,40000,2651,Bruto,1001,,,,,,,,,1,1,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,5 - 6,QA / Tester,Full-Time,40000,2651,Bruto,500,,,Mix,HP LoadRunner;OpenQA;Selenium,,,,,2,1,No,No recibo bono,Uno,12,No,No cambie de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Clases de idiomas;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,2 - 3,Seguridad informatica,Full-Time,40000,2651,Neto,1001,,,,,,,,,4,2,No,No recibo bono,Uno,31,No,No cambie de empresa,Ninguna de las anteriores
Hombre,50+,Provincia de Buenos Aires,10+,10+,Storage / Backup,Full-Time,40000,2651,Neto,1001,,,,,,"Si, activa",0,Bruto,2,2,No,No recibo bono,Uno,33,No,No cambie de empresa,Descuentos en gimnasios;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,5 - 6,SysAdmin / DevOps,Full-Time,40000,2651,Bruto,1001,Windows;Azure;VMWare,,,,,"Si, pasiva",1300,Neto,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,Abono de celular y/o Internet;WFH (Trabajar desde casa)
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,5 - 7,4 - 5,Analista,Full-Time,40000,2651,Bruto,1001,,,,,,,,,3,3,No,No recibo bono,Uno,28,No,No cambie de empresa,Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Vacaciones flexibles (adicionales a las reglamentarias)
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,8 - 10,1 - 2,Developer,Freelance,40000,2651,Neto,100,,ABAP,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Uno,20,No,No cambie de empresa,WFH (Trabajar desde casa)
Mujer,37 - 40,GBA,8 - 10,1 - 2,SysAdmin / DevOps,Remoto (empresa de otro pais),40000,2651,Bruto,200,Linux;AWS / Rackspace,,,,,No,0,Bruto,4,3,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2 - 3,Developer,Full-Time,40300,2671,Bruto,200,,.NET;C#;HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,4,2,De uno a tres sueldos,Performance individual,Uno,24,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Descuentos en gimnasios;Guarderia;Horarios flexibles;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,27 - 30,GBA,10+,4 - 5,Networking,Full-Time,40800,2704,Bruto,1001,,,,,,No,0,Bruto,3,4,Un sueldo,No recibo bono,No,0,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Descuentos en gimnasios;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,Developer,Full-Time,41000,2717,Bruto,500,,Objective-C;Swift,,,,No,0,Porcentaje de mi sueldo,3,2,Menos de un sueldo,vouchers anuales,Dos,60,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Laptop
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,5 - 6,Developer,Full-Time,41000,2717,Bruto,1000,,Siebel,,,,No,0,Neto,4,4,De uno a tres sueldos,Mix de las anteriores,Uno,33,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Cuota para universidad;Descuentos en gimnasios;Horarios flexibles;WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,2 - 3,Developer,Full-Time,41000,2717,Bruto,1001,,.NET;C#;HTML;Javascript;jQuery,,,,No,0,Bruto,4,2,No,No recibo bono,Uno,31,No,No cambie de empresa,Aumento por inflacion;Horarios flexibles;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,Developer,Full-Time,41000,2717,Bruto,1001,,.NET;C#;HTML;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,4,2,No,No recibo bono,Uno,31,No,No cambie de empresa,Aumento por inflacion;Descuentos en gimnasios;Horarios flexibles
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,2 - 3,Developer,Full-Time,41000,2717,Bruto,1001,,.NET;C#;CSS;HTML;Javascript;jQuery,,,,No,0,Bruto,4,3,No,No recibo bono,Uno,12,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop;WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,10+,10+,Jefe de Sistemas,Full-Time,41000,2717,Neto,1001,,,,,,,,,4,3,Menos de un sueldo,Performance individual,Uno,24,No,Salario,Aumento por inflacion;Bonos por desempeno
Hombre,41 - 45,Provincia de Buenos Aires,10+,6 - 7,Servidores/Virtualizacion/Networking Manager,Full-Time,41000,2717,Neto,1000,,,,,,,,,3,3,Un sueldo,Mix de las anteriores,Uno,20,No,No cambie de empresa,Abono de celular y/o Internet;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Horarios flexibles;Laptop
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2 - 3,SysAdmin / DevOps,Full-Time,41000,2717,Bruto,1001,Windows;Azure;VMWare,,,,,No,600,Bruto,3,3,Un sueldo,Performance individual,Uno,20,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5 - 7,3 - 4,SysAdmin / DevOps,Full-Time,41025,2719,Bruto,50,Linux;Windows;AWS / Rackspace;Docker / Containers,,,,,"Si, activa",2000,Bruto,4,4,No,No recibo bono,Uno,25,No,No cambie de empresa,"Aumento por inflacion;Capacitaciones y/o cursos;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,Menos de un ano,SysAdmin / DevOps,Full-Time,41700,2764,Bruto,1001,Linux,,,,,No,0,Porcentaje de mi sueldo,5,5,Un sueldo,Performance individual,Uno,20,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,8 - 10,5 - 6,Analista Funcional,Full-Time,42000,2784,Bruto,1001,,,,,,,,,4,4,Menos de un sueldo,Mix de las anteriores,Dos,17,No,No cambie de empresa,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Horarios flexibles;Sueldo divido en dos pagos por mes;WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,8 - 10,7 - 8,DBA,Full-Time,42000,2784,Bruto,1001,,,,,MySQL/MariaDB;Oracle;PostgreSQL,No,0,Bruto,3,3,Un sueldo,Performance de la compania,Uno,32,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos
Hombre,21 - 23,Santa Fe,5 - 7,4 - 5,Developer,Part-Time,42000,2784,Bruto,10,,.NET;C#;CSS;HTML;Javascript;jQuery;NodeJS,,,,No,0,Neto,5,5,No,No recibo bono,Uno,34,No,No cambie de empresa,Aumento por inflacion
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,3 - 5,Menos de un ano,Developer,Full-Time,42000,2784,Bruto,1000,,Java;Javascript;NodeJS,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,2,De uno a tres sueldos,Performance individual,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Viajes al exterior"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2 - 3,Jefe de infraestructura,Full-Time,42000,2784,Bruto,500,,,,,,,,,4,3,Un sueldo,Mix de las anteriores,No,0,Si,Salario,Abono de celular y/o Internet;Bonos por desempeno;Clases de idiomas;Descuentos en gimnasios;Vacaciones flexibles (adicionales a las reglamentarias)
Hombre,37 - 40,GBA,10+,3 - 4,PM,Full-Time,42000,2784,Neto,50,,,,,,,,,3,3,No,No recibo bono,Uno,42,No,No cambie de empresa,Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Provincia de Buenos Aires,8 - 10,5 - 6,PM,Full-Time,42000,2784,Bruto,500,,,,,,,,,4,3,Un sueldo,Mix de las anteriores,No,28,No,Mayor comodidad,"Abono de celular y/o Internet;Bonos por desempeno;Capacitaciones y/o cursos;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8 - 10,2 - 3,PM,Full-Time,42000,2784,Bruto,500,,,,,,,,,4,3,No,No recibo bono,No,0,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Viajes al exterior
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,4 - 5,PM,Full-Time,42000,2784,Neto,1001,,,,,,,,,3,3,3+ sueldos,Performance de la compania,No,0,No,No cambie de empresa,Abono de celular y/o Internet;Horarios flexibles;Laptop
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,Profesor esc. Tecnica,Full-Time,42000,2784,Neto,200,,,,,,,,,4,3,No,No recibo bono,Dos,25,No,No cambie de empresa,Aumento por inflacion;Capacitaciones y/o cursos
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,8 - 10,2 - 3,Storage / Backup,Full-Time,42000,2784,Bruto,1000,,,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Uno,20,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Capacitaciones y/o cursos;Laptop;WFH (Trabajar desde casa)
Hombre,37 - 40,Cordoba,10+,10+,SysAdmin / DevOps,Freelance,42000,2784,Neto,10,"*BSD;Linux;Windows;xen, kvm",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,30,No,No cambie de empresa,Ninguna de las anteriores
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8 - 10,1 - 2,SysAdmin / DevOps,Full-Time,42000,2784,Bruto,100,Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,4,4,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Horarios flexibles;Playroom;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior"
Hombre,34 - 36,Provincia de Buenos Aires,8 - 10,1 - 2,SysAdmin / DevOps,Full-Time,42000,2784,Bruto,500,Linux;Windows;AWS / Rackspace,,,,,No,0,Porcentaje de mi sueldo,5,4,No,No recibo bono,Uno,20,No,No cambie de empresa,Aumento por inflacion;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,5 - 6,SysAdmin / DevOps,Full-Time,42000,2784,Bruto,1001,AIX;HP-UX;Linux;Windows;VMWare,,,,,No,0,Porcentaje de mi sueldo,4,3,De uno a tres sueldos,Performance individual,Uno,30,No,No cambie de empresa,Aumento por inflacion
Hombre,27 - 30,GBA,5 - 7,5 - 6,System analyst,Full-Time,42000,2784,Neto,200,,,,,,,,,4,3,Un sueldo,Performance individual,Uno,25,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Horarios flexibles;Viaticos
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,8 - 10,3 - 4,SysAdmin / DevOps,Full-Time,42100,2790,Bruto,500,AIX;HP-UX;Linux;Solaris;Windows;Docker / Containers;VMWare,,,,,"Si, pasiva",6300,Porcentaje de mi sueldo,1,1,Un sueldo,Mix de las anteriores,Uno,8,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Laptop;WFH (Trabajar desde casa)
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,3 - 4,Manager,Full-Time,42250,2800,Bruto,200,,,,,,,,,3,3,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Abono de celular y/o Internet;Bonos por desempeno;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop;Snacks, golosinas, bebidas, etc;Viajes al exterior"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3 - 5,2 - 3,Developer,Full-Time,42500,2817,Bruto,200,,Java,,,,No,0,Bruto,4,4,Un sueldo,Performance individual,Dos,30,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Comidas pagas/subvencionadas;Horarios flexibles;Laptop;Stock options
Hombre,34 - 36,GBA,10+,4 - 5,SysAdmin / DevOps,Full-Time,42500,2817,Bruto,200,Linux;Solaris;AWS / Rackspace;Azure;Docker / Containers;Xen,,,,,No,0,Neto,3,2,De uno a tres sueldos,Performance de la compania,Dos,25,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Fruta
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,2 - 3,PM,Full-Time,42600,2823,Bruto,1000,,,,,,,,,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,18,No,No cambie de empresa,Aumento por inflacion;Bonos por desempeno;Clases de idiomas;Descuentos en gimnasios;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viaticos
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,PM,Full-Time,42800,2837,Bruto,1001,,,,,,,,,4,4,Menos de un sueldo,Mix de las anteriores,Dos,30,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Laptop;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,10+,2 - 3,Coordinador,Full-Time,43000,2850,Bruto,200,,,,,,,,,3,3,Menos de un sueldo,Mix de las anteriores,Dos,25,No,No cambie de empresa,Comidas pagas/subvencionadas;Laptop;WFH (Trabajar desde casa)
Hombre,27 - 30,Santa Fe,8 - 10,1 - 2,Developer,Full-Time,43000,2850,Bruto,100,,Java,,,,No,0,Bruto,4,4,De uno a tres sueldos,Mix de las anteriores,Dos,25,Si,Desafios profesionales,"Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Laptop;Snacks, golosinas, bebidas, etc"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,8 - 10,9 - 10,Networking,Full-Time,43000,2850,Bruto,1001,,,,,,"Si, pasiva",1300,Bruto,3,3,Un sueldo,Mix de las anteriores,Dos,30,No,No cambie de empresa,"Abono de celular y/o Internet;Bonos por desempeno;Capacitaciones y/o cursos;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,1 - 2,SysAdmin / DevOps,Full-Time,43000,2850,Bruto,100,AIX;Linux;Windows;VMWare;Oracle,,,,,No,0,Porcentaje de mi sueldo,5,4,De uno a tres sueldos,Acuerdo sindical + performance,Uno,32,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Descuentos en gimnasios
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5 - 7,1 - 2,SysAdmin / DevOps,Full-Time,43000,2850,Bruto,1001,Linux,,,,,"Si, pasiva",0,Bruto,4,2,No,No recibo bono,Uno,30,No,Salario,Abono de celular y/o Internet;Aumento por inflacion
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,Ventas SW,Full-Time,43000,2850,Bruto,50,,,,,,,,,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet;Capacitaciones y/o cursos;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc);Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5 - 7,Menos de un ano,Developer,Full-Time,43050,2853,Bruto,200,,HTML;Java;Javascript;jQuery,,,,No,0,Porcentaje de mi sueldo,5,5,Un sueldo,Performance individual,Dos,43,No,No cambie de empresa,"Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,10+,SysAdmin / DevOps,Full-Time,43500,2883,Bruto,200,Linux;Windows,,,,,"Si, pasiva",0,Bruto,4,3,No,No recibo bono,Uno,20,No,No cambie de empresa,Bonos por desempeno
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1 - 2,SysAdmin / DevOps,Full-Time,44000,2916,Bruto,50,"Linux;AWS / Rackspace;Azure;Docker / Containers;ansible, terraform, git",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Uno,35,Si,Desafios profesionales,"Abono de celular y/o Internet;Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Descuentos en gimnasios;Horarios flexibles;Laptop;Snacks, golosinas, bebidas, etc;Stock options;Vacaciones flexibles (adicionales a las reglamentarias);Viaticos;WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,Menos de un ano,SysAdmin / DevOps,Full-Time,44000,2916,Bruto,100,"Linux;AWS / Rackspace;Docker / Containers;terraform, ansible, nomad, consul",,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Uno,30,Si,Desafios profesionales,"Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Playroom;Snacks, golosinas, bebidas, etc;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8 - 10,3 - 4,Consultor SAP,Freelance,45000,2983,Neto,1001,,,,,,,,,4,3,No,No recibo bono,Dos,35,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,2 - 3,CTO,Full-Time,45000,2983,Neto,50,,,,,,,,,3,2,No,No recibo bono,Uno,15,No,No cambie de empresa,Aumento por inflacion;Capacitaciones y/o cursos;Clases de idiomas;Horarios flexibles;Stock options;Vacaciones flexibles (adicionales a las reglamentarias);WFH (Trabajar desde casa)
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8 - 10,3 - 4,Designer,Full-Time,45000,2983,Bruto,50,,,,,,,,,4,3,3+ sueldos,Mix de las anteriores,Dos,28,No,No cambie de empresa,Abono de celular y/o Internet;Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;Horarios flexibles;Laptop;Vacaciones flexibles (adicionales a las reglamentarias);Viajes al exterior;Viaticos;WFH (Trabajar desde casa)
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8 - 10,1 - 2,Developer,Freelance,45000,2983,Bruto,50,,"CSS;HTML;Javascript;jQuery;NodeJS;RIOT, MONGODB",,,,"Si, pasiva",0,Bruto,5,3,No,No recibo bono,No,0,No,No cambie de empresa,Horarios flexibles
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,3 - 4,Developer,Remoto (empresa de otro pais),45000,2983,Bruto,50,,C#;Objective-C,,,,No,0,Bruto,4,4,No,No recibo bono,No,0,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,1 - 2,Developer,Full-Time,45000,2983,Neto,200,,HTML;Javascript;jQuery;PHP,,,,No,0,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Dos,20,No,No cambie de empresa,Bonos por desempeno;Clases de idiomas;Comidas pagas/subvencionadas;Descuentos en gimnasios;masajes
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,5 - 6,Developer,Full-Time,45000,2983,Neto,1001,,C++;Python,,,,"Si, pasiva",5000,Neto,4,4,De uno a tres sueldos,Performance individual,Dos,45,No,No cambie de empresa,"Aumento por inflacion;Bonos por desempeno;Capacitaciones y/o cursos;Cuota para universidad;Descuentos en gimnasios;Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
