Me identifico,Tengo,Dónde estás trabajando,Años de experiencia,Años en la empresa actual,Años en el puesto actual,¿Gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Universidad,Realizaste cursos de especialización,¿Contribuís a proyectos open source?,¿Programás como hobbie?,Trabajo de,Plataformas,Lenguajes de programación,"Frameworks, herramientas y librerías",Bases de datos,QA / Testing,IDEs,¿Qué SO usás en tu laptop/PC para trabajar?,¿Y en tu celular?,¿Tenés guardias?,Cuánto cobrás por guardia,"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual BRUTO (en tu moneda local),Salario mensual NETO (en tu moneda local),¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto al último semestre,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación en lo que va de 2019?,¿De qué % fue el ajuste?,¿En qué mes fue el último ajuste?,¿Sufriste o presenciaste situaciones de violencia laboral?,Orientación sexual,¿Tenés algún tipo de discapacidad?,¿Sentís que esto te dificultó el conseguir trabajo?,¿A qué eventos de tecnología asististe en el último año?,Cantidad de empleados,Actividad principal,¿La recomendás como un buen lugar para trabajar?,¿Cómo calificás las políticas de diversidad e inclusión?,¿A cuántos kilómetros de tu casa queda la oficina?,Beneficios extra,"¿Cuáles considerás que son las mejores empresas de IT para trabajar en este momento, en tu ciudad?"
Mujer,24,Córdoba,7,1,1,3,Terciario,Completado,Tecnicatura Superior en Sistemas Informáticos,Tecnica 1 Manuel Belgrano,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,Serverless,".NET, CSS, HTML, Javascript, PHP, SQL, TypeScript",".NET Core, Angular, Bootstrap, jQuery, Node.js, React.js, Vue.js, WordPress","MSSQL, MongoDB, MySQL","Jest, Karma, Selenium","Atom, Sublime Text, Visual Studio Code",Windows,Android,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),100500,90000,4,4,No,No recibo bono,Uno,10,3,En un trabajo anterior,Bisexual o queer,,No,ninguno,51-100,Servicios / Consultoría de Software / Digital,10,10,750,"Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,46,Ciudad Autónoma de Buenos Aires,20,9,2,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,No,Infrastructure Architect / Cloud Architect,"Docker, Google Cloud Platform/App Engine, Kubernetes, Linux",Bash/Shell,,"Google Cloud Storage, MongoDB, MySQL, PostgreSQL",,,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,100543,81105,3,3,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,No,Google Next,5001-10000,Servicios / Consultoría de Software / Digital,8,9,20,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Sueldo dolarizado, WFH (Trabajar desde casa)",
Mujer,31,Ciudad Autónoma de Buenos Aires,8,2,2,0,Posgrado,Completado,Ingeniería en Computación,Estudié afuera del país,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Consultant,Google Cloud Platform/App Engine,"CSS, HTML, Javascript, Python, SQL",TensorFlow,Google Cloud Storage,,Sublime Text,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,100600,65000,2,2,3+ sueldos,Mix de las anteriores,Uno,24,6,En un trabajo anterior,Heterosexual,,,,201-500,Servicios / Consultoría de Software / Digital,10,8,9,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Mujer,38,Ciudad Autónoma de Buenos Aires,14,3,1,2,Terciario,Completado,Diseño Multimedial,,No,No,No,Team Leader & Senior Developer,"Docker, Google Cloud Platform/App Engine, Linux","CSS, HTML, Javascript, SQL","Bootstrap, jQuery, Node.js, React.js",PostgreSQL,Jest,"Atom, Eclipse, Nano, Vim",Mac OS X,Android,No,0,Bruto,Full-Time,101000,73000,2,2,No,No recibo bono,Uno,11,4,Jamás,Bisexual o queer,,,,11-50,Producto basado en Software,6,9,15,"Comidas pagas / subvencionadas, Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,33,Ciudad Autónoma de Buenos Aires,12,0,7,5,Universitario,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,Sí,Technical Leader,"Docker, Kubernetes, Linux, OpenShift",Java,"Hibernate, Spring","ElasticSearch, MongoDB, PostgreSQL","Cucumber, JUnit, Postman, SoapUI","IntelliJ, Notepad++",Windows,Android,No,0,Porcentaje de mi sueldo,Tercerizado (trabajo a través de consultora o agencia),101000,78000,3,4,Un sueldo,Mix de las anteriores,Uno,12,4,En un trabajo anterior,Heterosexual,,,Blockchain Meetup,201-500,Servicios / Consultoría de Software / Digital,8,9,7,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","MakerDAO, RSK, OpenZeppelin"
Hombre,46,GBA,25,11,1,0,Terciario,Completado,Diseño Gráfico,UADE - Universidad Argentina De la Empresa,No,No,No,Developer,Docker,"CSS, HTML, Javascript","Bootstrap, Rails, React.js",,,,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,101228,74579,2,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,11-50,Producto basado en Software,7,7,1.2,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,52,Ciudad Autónoma de Buenos Aires,30,8,8,0,Posgrado,Completado,Licenciatura en Ciencias dela Computación,UBA - Universidad de Buenos Aires,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Docker, Linux","C++, Java",,,,Eclipse,Windows,Android,"Sí, pasiva",950,Bruto,Full-Time,102000,70000,1,1,Menos de un sueldo,Mix de las anteriores,Uno,15,5,En un trabajo anterior,Heterosexual,,No,ninguno,11-50,Producto basado en Software,4,3,10,"Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,26,Ciudad Autónoma de Buenos Aires,8,8,3,4,Universitario,En curso,Marketing,UCES - Universidad de Ciencias Empresariales y Sociales,"Sí, de forma particular, Sí, los pagó un empleador",No,No,SysAdmin / DevOps / SRE,"Azure, Linux, VMWare, Windows Server",,,"MariaDB, MSSQL, MySQL, SQLite",,,Mac OS X,iOS,No,0,Bruto,Full-Time,102000,72000,4,4,Un sueldo,Mix de las anteriores,Más de dos,27,2,Jamás,Heterosexual,,,,201-500,Otras industrias,8,5,4,"Abono de celular y/o Internet, Capacitaciones y/o cursos",
Hombre,52,Ciudad Autónoma de Buenos Aires,+10,2,2,24,Universitario,Incompleto,Analista de Sistemas,UCAECE - Centro de Altos Estudios en Ciencias Exactas,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Project Manager,,,,,,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,102000,78000,3,3,Un sueldo,Performance individual,Uno,30,1,Jamás,Heterosexual,,No,,201-500,Servicios / Consultoría de Software / Digital,9,8,-1,"Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Mujer,38,Ciudad Autónoma de Buenos Aires,8,0,8,0,Universitario,Completado,RRHH,UADE - Universidad Argentina De la Empresa,No,No,No,Recruiter / HR,,,,,,,Windows,iOS,No,0,Porcentaje de mi sueldo,Remoto (empresa de otro país),102000,102000,3,3,Menos de un sueldo,es equivalente a un aguinaldo en relacion de dependencia (ya que hoy trabajo remoto contractor para el exterior),No,0,0,En un trabajo anterior,Heterosexual,,,,1-10,Producto basado en Software,7,10,-1,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)","Medallia
"
Hombre,30,Ciudad Autónoma de Buenos Aires,10,2,2,8,Universitario,Completado,Licenciatura en Informática,UADE - Universidad Argentina De la Empresa,No,No,No,Technical Leader,"Amazon Web Services, Firebase","Java, Kotlin",,Amazon DynamoDB,JUnit,"Android Studio, Xcode",Mac OS X,Android,No,0,Bruto,Full-Time,102000,,3,3,Un sueldo,Performance de la compañía,Uno,11,4,Jamás,Heterosexual,,,,101-200,Producto basado en Software,7,10,3,"Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,38,Ciudad Autónoma de Buenos Aires,20,3,3,10,Universitario,Completado,Licenciatura en Sistemas de Información,UK - Universidad Kennedy,"Sí, de forma particular",No,No,Architect,"Amazon Web Services, Linux",,,"MongoDB, MySQL",,,Linux,Android,No,0,Neto,Full-Time,102000,,4,4,No,No recibo bono,Dos,50,1,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,10,10,-1,Abono de celular y/o Internet,
Hombre,38,Ciudad Autónoma de Buenos Aires,10,0,0,3,Universitario,Completado,Diseño Gráfico,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Technical Leader,,"CSS, HTML, Javascript, TypeScript","Angular, Node.js, React.js",,,Visual Studio Code,Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,102300,73800,3,2,No,No recibo bono,Uno,17,4,En un trabajo anterior,Heterosexual,,No,,11-50,Producto basado en Software,8,7,10,"Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,35,Mendoza,11,7,4,2,Universitario,Completado,Licenciatura en Sistemas de Información,Universidad Champagnat ,No,No,No,Developer,"Amazon Web Services, *BSD, Linux","Groovy, HTML, Java, Javascript, SQL","jQuery, Spring",MySQL,"JUnit, Postman","Eclipse, Sublime Text, Vi",Mac OS X,Android,No,0,Porcentaje de mi sueldo,Full-Time,102400,75000,3,3,No,No recibo bono,Dos,12,6,En mi trabajo actual,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,8,7,5,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Playroom, WFH (Trabajar desde casa)",
Hombre,32,Ciudad Autónoma de Buenos Aires,11,1,0,3,Universitario,En curso,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular, Sí, los pagó un empleador",No,No,Developer,Amazon Web Services,"Bash/Shell, Javascript",Node.js,Amazon DynamoDB,"Mocha, Postman",Visual Studio Code,Windows,iOS,No,0,Porcentaje de mi sueldo,Full-Time,103000,75000,3,3,No,No recibo bono,Uno,15,4,Jamás,Heterosexual,,,,101-200,Servicios / Consultoría de Software / Digital,8,10,4,"Horarios flexibles, Snacks, golosinas, bebidas, Sueldo dolarizado, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,37,Provincia de Buenos Aires,10,6,2,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",Sí,Sí,Developer,"Amazon Web Services, Linux, OpenStack","Bash/Shell, CSS, HTML, Javascript, Scala, TypeScript","Angular, Node.js",ElasticSearch,"Jest, Karma, Mocha","IntelliJ, Visual Studio Code",Mac OS X,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,103000,76000,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,11,4,En un trabajo anterior,Heterosexual,,No,Meetupjs La Plata,2001-5000,Producto basado en Software,7,7,4,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)","itx , despegar.com , spark"
Hombre,50,Ciudad Autónoma de Buenos Aires,25,3,15,5,Posgrado,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Manager / Director,"Azure, Linux, VMWare, Windows Server",,,"MSSQL, MySQL",,,Windows,Android,No,0,Bruto,Full-Time,103000,77049,2,3,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,11-50,Otras industrias,6,6,6,Abono de celular y/o Internet,
Hombre,27,Ciudad Autónoma de Buenos Aires,6,0,0,0,Universitario,En curso,Tecnicatura en Programación,UNSAM - Universidad de San Martín,"Sí, de forma particular",No,No,Seguridad Informática,"Linux, VMWare, Windows Server",".NET, Assembler",.NET Core,,,"Nano, Notepad++",Windows,Android,No,0,Bruto,Full-Time,103000,82000,4,4,No,No recibo bono,No,0,0,Jamás,Heterosexual,,,,10001+,Otras industrias,8,7,11,"Capacitaciones y/o cursos, Cuota para universidad / posgrados",
Hombre,31,Ciudad Autónoma de Buenos Aires,10,2,1,2,Terciario,Completado,Tecnicatura en Programación,Escuela Da Vinci,"Sí, de forma particular",No,Sí,CTO,"Amazon Web Services, Docker, Linux","Go, PHP, SQL",Laravel,"Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, MongoDB, MySQL, PostgreSQL",PHPUnit,"Nano, NetBeans, Visual Studio Code",Linux,Android,"Sí, pasiva",0,Bruto,Full-Time,103000,85000,2,2,No,No recibo bono,Uno,20,3,Jamás,Heterosexual,,No,,11-50,Producto basado en Software,8,7,6,"Snacks, golosinas, bebidas, Sueldo dolarizado, WFH (Trabajar desde casa)",
Hombre,33,Santa Fe,9,0,0,0,Universitario,Completado,Licenciatura en Ciencias dela Computación,UNR - Universidad Nacional de Rosario,"Sí, los pagó un empleador",No,No,Developer,Linux,"CSS, HTML, Java, Javascript, SQL","Angular, Bootstrap, Hibernate, Spring","MongoDB, Oracle","Cucumber, JUnit, Postman","IntelliJ, Notepad++",Windows,No tengo celular / no es Smartphone,No,0,Bruto,Full-Time,103000,,3,3,No,No recibo bono,Uno,19,6,Jamás,,,,,2001-5000,Servicios / Consultoría de Software / Digital,9,9,2,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",
Hombre,38,Ciudad Autónoma de Buenos Aires,15,3,2,8,Terciario,Incompleto,Analista de Sistemas,UAI - Universidad Abierta Interamericana,"Sí, de forma particular",No,No,Technical Leader,"Amazon Web Services, Azure, *BSD, Google Cloud Platform/App Engine, Linux, OpenStack, VMWare, Windows Server","C++, Python",,"ElasticSearch, MariaDB, MSSQL, MongoDB, MySQL, Percona Server, PostgreSQL, Redis",,,Mac OS X,Android,"Sí, pasiva",0,Bruto,Full-Time,104000,74000,3,3,No,No recibo bono,Uno,21,3,En un trabajo anterior,Heterosexual,,No,blackbelt,11-50,Servicios / Consultoría de Software / Digital,7,7,20,"Estacionamiento gratuito / subvencionado, Horarios flexibles",
Mujer,30,Córdoba,8,8,3,9,Universitario,Completado,Licenciatura en Letras Modernas,,"Sí, de forma particular",No,No,Product Manager,,,,,,,Linux,Android,No,0,Porcentaje de mi sueldo,Full-Time,104000,74000,3,3,No,No recibo bono,Uno,23,4,En mi trabajo actual,Heterosexual,Visual,No,,51-100,Producto basado en Software,6,6,-1,"Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,34,Ciudad Autónoma de Buenos Aires,13,10,7,9,Universitario,Incompleto,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,No,No,No,Manager / Director,,,,,,,Windows,Android,No,0,Bruto,Full-Time,104000,75000,3,3,Un sueldo,Performance de la compañía,Uno,21,6,,,,,,2001-5000,Otras industrias,7,8,3,"Abono de celular y/o Internet, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,43,Santa Fe,24,1,1,0,Terciario,Completado,Analista de Sistemas,UNR - Universidad Nacional de Rosario,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Data Scientist / Data Engineer,"Azure, Linux, Windows Server",SQL,,"MSSQL, Oracle",,Visual Studio,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,104000,80000,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,20,4,Jamás,Heterosexual,,,Oracle Developer Community,11-50,Producto basado en Software,8,8,2,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Guardería, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",Endava
Mujer,36,Ciudad Autónoma de Buenos Aires,18,1,1,12,Universitario,Incompleto,Licenciatura en Comunicación Multimedia ,Universidad Maimónides,"Sí, de forma particular",Sí,Sí,UX,,"CSS, HTML, Javascript, PHP","Bootstrap, jQuery, Laravel, React.js, WordPress","MariaDB, MySQL",,"PHPStorm, Sublime Text, WebStorm",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,104000,98000,2,1,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,,No,,101-200,Otras industrias,3,5,10,Ninguna de las anteriores,
Mujer,36,Ciudad Autónoma de Buenos Aires,18,1,1,12,Universitario,Incompleto,Licenciatura en Comunicación Multimedia ,Universidad Maimónides,"Sí, de forma particular",Sí,Sí,UX,,"CSS, HTML, Javascript, PHP","Bootstrap, jQuery, Laravel, React.js, WordPress","MariaDB, MySQL",,"PHPStorm, Sublime Text, WebStorm",Mac OS X,iOS,No,0,Porcentaje de mi sueldo,Full-Time,104000,98000,2,1,No,No recibo bono,No,0,0,En mi trabajo actual,Heterosexual,,No,,101-200,Otras industrias,3,5,10,Ninguna de las anteriores,
Hombre,35,Ciudad Autónoma de Buenos Aires,10,1,10,0,Posgrado,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,No,No,Sí,Developer,"Amazon Web Services, Docker",Javascript,"Node.js, React.js",MySQL,Jest,"Android Studio, WebStorm",Mac OS X,Android,No,0,Bruto,Full-Time,104000,,3,3,Un sueldo,Performance de la compañía,Uno,30,6,Jamás,Heterosexual,,No,,101-200,Producto basado en Software,9,10,2,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,43,Chubut,10,10,10,0,Universitario,Completado,Analista Programador Universitario,universidad nacional de la patagonia san juan bosco,"Sí, los pagó un empleador",No,No,help desk/sysadmin / storage-backup / vmware,"VMWare, Windows Server",,,,,,Windows,iOS,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,104151,82952,3,3,No,No recibo bono,Dos,20,6,En un trabajo anterior,Bisexual o queer,,,,501-1000,Otras industrias,9,9,3,Ninguna de las anteriores,
Hombre,30,Ciudad Autónoma de Buenos Aires,7,2,2,0,Secundario,Completado,Ingeniería en Sistemas de Información,,"Sí, los pagó un empleador",No,Sí,DBA,Windows Server,SQL,,MSSQL,,Visual Studio Code,Windows,Android,"Sí, activa",0,Bruto,Full-Time,105000,60000,3,3,3+ sueldos,Mix de las anteriores,Dos,15,3,En mi trabajo actual,Heterosexual,,,,10001+,Otras industrias,3,5,10,"Capacitaciones y/o cursos, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,37,Ciudad Autónoma de Buenos Aires,2,8,2,0,Universitario,Incompleto,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, los pagó un empleador",No,Sí,Architect,Azure,,,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",,,Windows,Android,No,0,Porcentaje de mi sueldo,Full-Time,105000,65000,2,1,De uno a tres sueldos,Mix de las anteriores,Uno,22,4,Jamás,Heterosexual,,No,,101-200,Servicios / Consultoría de Software / Digital,3,10,23,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Lactario en la oficina, Licencia de paternidad/maternidad extendida, Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,32,Ciudad Autónoma de Buenos Aires,7,0,0,2,Posgrado,En curso,Licenciatura Economía,UBA - Universidad de Buenos Aires,"Sí, de forma particular",No,Sí,Data Scientist / Data Engineer,"Amazon Web Services, Docker","Python, R, SQL",TensorFlow,"Amazon Redshift, PostgreSQL",,"IPython / Jupyter, RStudio",Windows,Android,No,0,Bruto,Full-Time,105000,72000,3,2,Un sueldo,Performance individual,No,0,0,En un trabajo anterior,Heterosexual,,,PyCon,101-200,Producto basado en Software,8,9,7,"Capacitaciones y/o cursos, Clases de idiomas, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)",
Hombre,40,Ciudad Autónoma de Buenos Aires,22,7,6,2,Posgrado,Completado,Ingeniería en Sistemas de Información,UTN - Universidad Tecnológica Nacional,"Sí, de forma particular",No,No,Architect,"Azure, Linux, Windows Server",".NET, C#, COBOL, Java, SQL",".NET Core, Angular","IBM Db2, MSSQL, Oracle",TFS,"Eclipse, Visual Studio",Windows,Android,No,0,Bruto,Full-Time,105000,73000,3,3,Un sueldo,Mix de las anteriores,Dos,18,4,Jamás,Heterosexual,,No,Transformación Digital,501-1000,Otras industrias,9,9,13,"Clases de idiomas, Comidas pagas / subvencionadas, Guardería, Vacaciones flexibles (adicionales a las reglamentarias)",
Hombre,27,Ciudad Autónoma de Buenos Aires,10,0,0,0,Universitario,Completado,Tecnicatura Superior en Programación,ITLA - Instituto Tecnologico de Las Americas,"Sí, de forma particular, Sí, los pagó un empleador",Sí,Sí,Developer,,Javascript,"Node.js, React.js",,"Jest, Puppeteer",Visual Studio Code,Linux,iOS,No,0,Porcentaje de mi sueldo,Full-Time,105000,73000,2,1,No,No recibo bono,No,0,0,Jamás,Heterosexual,,No,,11-50,Servicios / Consultoría de Software / Digital,9,9,30,"Horarios flexibles, WFH (Trabajar desde casa)",
Hombre,31,Provincia de Buenos Aires,11,10,2,5,Universitario,Incompleto,Ingeniería en Computación,UNS - Universidad Nacional del Sur,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Technical Leader,"Amazon Web Services, Docker, Windows Server",".NET, C#, Javascript",".NET Core, Bootstrap","Amazon RDS/Aurora, MSSQL, MySQL, PostgreSQL","Postman, Selenium","Vim, Visual Studio, Visual Studio Code",Mac OS X,iOS,No,0,Neto,Full-Time,105000,74000,3,3,Un sueldo,Mix de las anteriores,No,0,6,Jamás,Heterosexual,,No,,201-500,Servicios / Consultoría de Software / Digital,9,8,-1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Snacks, golosinas, bebidas, Stock options / RSUs, Viajes al exterior, Viáticos, WFH (Trabajar desde casa)",
Hombre,29,Ciudad Autónoma de Buenos Aires,8,2,0,0,Universitario,Completado,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,No,Sí,Developer,"Amazon Web Services, Docker, Linux, OpenStack","Java, Python, SQL","Flask, Hibernate, Spring","Cassandra, MongoDB, MySQL","JUnit, Postman","IntelliJ, PyCharm, Sublime Text, Visual Studio Code",Linux,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,105000,75000,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,20,3,Jamás,Heterosexual,,,,2001-5000,Producto basado en Software,7,5,5,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)",
Hombre,27,Ciudad Autónoma de Buenos Aires,5,3,3,0,Universitario,Completado,Ingeniería en Informática,UBA - Universidad de Buenos Aires,"Sí, de forma particular, Sí, los pagó un empleador",No,Sí,Developer,Docker,"Java, Python",,,,"IntelliJ, PyCharm, Sublime Text",Mac OS X,Android,"Sí, pasiva",0,Bruto,Full-Time,105000,75000,4,4,Un sueldo,Mix de las anteriores,Dos,24,6,Jamás,Heterosexual,,,,201-500,Producto basado en Software,10,10,6,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Gimnasios gratuitos / subvencionados, Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior",MuleSoft
Hombre,26,Ciudad Autónoma de Buenos Aires,6,0,1,0,Universitario,En curso,Ingeniería en Informática,UNLaM - Universidad Nacional de La Matanza,"Sí, los pagó un empleador",No,No,Developer,Docker,"Java, Kotlin","Spring, Vertx","MongoDB, MySQL, PostgreSQL","JUnit, Postman",IntelliJ,Mac OS X,Android,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,105000,75000,4,3,No,No recibo bono,No,0,0,En un trabajo anterior,Heterosexual,,,Ninguno,501-1000,Producto basado en Software,7,8,20,"Abono de celular y/o Internet, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Snacks, golosinas, bebidas, Sueldo dolarizado, WFH (Trabajar desde casa)",
Hombre,33,Ciudad Autónoma de Buenos Aires,10,0,2,0,Terciario,Completado,Analista Programador,IBV,No,No,Sí,Developer,,Java,,,,Android Studio,Mac OS X,Android,No,0,Bruto,Full-Time,105000,75000,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,30,1,Jamás,Heterosexual,,,,5001-10000,Producto basado en Software,9,9,15,"Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Guardería, Masajes, WFH (Trabajar desde casa)",
Hombre,23,Ciudad Autónoma de Buenos Aires,3,0,0,0,Universitario,En curso,Ingeniería en Informática,UBA - Universidad de Buenos Aires,No,Sí,Sí,Data Scientist / Data Engineer,"Amazon Web Services, Docker, Linux","C, Python, Ruby","Flask, Hadoop, Spark, TensorFlow, Torch","Apache Hive, PostgreSQL, Redis, SQLite",Postman,"Sublime Text, Vim",Linux,Android,No,0,Bruto,Part-Time,105000,75200,4,4,No,No recibo bono,Uno,20,6,En un trabajo anterior,Heterosexual,Visual,No,"PyData, PyConAr, Meetups, Hackathones",201-500,Servicios / Consultoría de Software / Digital,4,9,8,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Gimnasios gratuitos / subvencionados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)",Son todas una mierda.
